7891234386953,0005
7891234386991,0001
7891234546739,0003
7891234546746,0004
7891234546753,0008
7891234546760,0003
7891234546784,0005
7891234546791,0006
7891234546807,0003
7891234546814,0001
7891234546821,0001
7891234549730,0003
7891234549747,0001
7891234549754,0002
7891234549792,0001
7891234575227,0003
7891234575234,0007
7891234728562,0001
7891234728586,0001
7891234728593,0001
7891234728609,0001
7891235293847,0001
7891235293861,0001
7891235328167,0001
7891235328174,0001
7891235328181,0001
7891235328198,0001
7891235328204,0001
7891235412569,0001
7891235421493,0001
7891235421516,0001
7891235423008,0001
7891235423022,0001
7891235423039,0001
7891235423046,0001
7891235458611,0002
7891235458635,0001
7891235664111,0001
7891235664128,0001
7891235664159,0001
7891235705067,0001
7891235705074,0001
7891235706248,0001
7891235706354,0001
7891235706361,0001
7891235706385,0001
7891235706392,0001
7891235706514,0001
7891235706521,0001
7891235706538,0001
7891235706545,0001
7891235706552,0001
7891235707054,0002
7891235707061,0001
7891235707078,0001
7891235707085,0001
7891235707092,0002
7891235910683,0001
7891235910720,0001
7891235983199,0001
7891235983229,0001
7891235983274,0001
7891235983281,0001
7891235983298,0001
7891235983304,0001
7891236006651,0001
7891236006675,0002
7891236006705,0002
7891236006750,0001
7891236019484,0001
7891236019491,0001
7891236019507,0001
7891236019514,0001
7891236019521,0001
7891236021739,0001
7891236021746,0002
7891236021760,0001
7891236021777,0001
7891236022316,0001
7891236022323,0001
7891236022330,0001
7891236022347,0001
7891236022354,0001
7891236040686,0001
7891236040716,0001
7891236043601,0001
7891236043618,0001
7891236043632,0001
7891236043649,0001
7891236043656,0001
7891236043663,0001
7891236043694,0001
7891236043779,0001
7891236043793,0001
7891236043809,0001
7891236044622,0001
7891236044646,0001
7891236044653,0002
7891236070546,0001
7891236070553,0002
7891236070560,0001
7891236077231,0001
7891236077248,0001
7891236077255,0001
7891236077262,0001
7891236080057,0001
7891236090315,0001
7891236090322,0001
7891236146500,0001
7891236146517,0001
7891236146524,0001
7891236146555,0001
7891236146562,0002
7891236147262,0001
7891236147286,0001
7891236147293,0001
7891236178624,0001
7891236178631,0001
7891236178792,0001
7891236178808,0001
7891236182843,0001
7891236182850,0001
7891236182874,0001
7891236194464,0001
7891236194518,0001
7891236194600,0001
7891236194617,0001
7891236196727,0001
7891236207096,0001
7891236207102,0001
7891236220361,0001
7891236220378,0002
7891236220385,0001
7891236220392,0001
7891236229821,0002
7891236229869,0001
7891236247719,0001
7891236247726,0001
7891236249683,0001
7891236249706,0001
7891236261302,0001
7891236265454,0001
7891236265461,0001
7891236265508,0001
7891236266550,0002
7891236266567,0001
7891236266574,0001
7891236268226,0001
7891236268233,0001
7891236268240,0002
7891236280471,0001
7891236280907,0001
7891236280914,0001
7891236280921,0001
7891236281058,0001
7891236287845,0001
7891236288002,0001
7891236288071,0001
7891236288361,0001
7891236289283,0004
7891236317436,0005
7891236318617,0001
7891236321990,0005
7891236324212,0001
7891236327596,0001
7891236327602,0001
7891236327619,0001
7891236332439,0001
7891236332637,0001
7891236332644,0001
7891236332668,0001
7891236338004,0001
7891236338011,0001
7891236338028,0001
7891236338035,0001
7891236340564,0001
7891236340571,0001
7891236340595,0001
7891236340601,0001
7891236340687,0001
7891236340700,0001
7891236340724,0001
7891236341905,0001
7891236341943,0001
7891236343466,0001
7891236343473,0001
7891236343480,0001
7891236343497,0001
7891236343503,0001
7891236343510,0001
7891236343558,0001
7891236343565,0001
7891236343572,0001
7891236343589,0001
7891236343596,0001
7891236343602,0001
7891236343824,0001
7891236343831,0002
7891236343862,0001
7891236343886,0001
7891236343923,0001
7891236343930,0001
7891236344715,0001
7891236344722,0001
7891236345149,0001
7891236345163,0001
7891236345170,0002
7891236345286,0001
7891236345293,0001
7891236345316,0001
7891236345477,0001
7891236345484,0001
7891236346412,0001
7891236346436,0002
7891236346443,0001
7891236346450,0001
7891236346467,0001
7891236349161,0002
7891236349178,0001
7891236349185,0001
7891236349192,0001
7891236350068,0002
7891236350075,0001
7891236350082,0001
7891236350099,0001
7891236350129,0001
7891236350136,0001
7891236350143,0001
7891236350150,0001
7891236350280,0002
7891236350297,0001
7891236350303,0001
7891236351171,0001
7891236351195,0002
7891236351201,0001
7891236351928,0001
7891236351935,0002
7891236351942,0001
7891236351966,0001
7891236352246,0001
7891236352253,0001
7891236352260,0002
7891236352451,0001
7891236352468,0002
7891236352482,0001
7891236352680,0001
7891236352697,0002
7891236352703,0001
7891236352710,0001
7891236353205,0001
7891236353212,0002
7891236353229,0001
7891236354677,0001
7891236354684,0001
7891236354691,0002
7891236354707,0001
7891236357241,0001
7891236357272,0001
7891236357722,0002
7891236357739,0001
7891236357746,0001
7891236358590,0001
7891236358606,0001
7891236358620,0001
7891236359191,0001
7891236359207,0002
7891236359238,0001
7891236359313,0001
7891236359320,0001
7891236359337,0001
7891236359375,0001
7891236359399,0001
7891236359405,0001
7891236359429,0002
7891236359436,0001
7891236359443,0001
7891236359467,0001
7891236359474,0001
7891236359481,0001
7891236359498,0002
7891236359795,0001
7891236359801,0002
7891236359818,0001
7891236359825,0001
7891236359849,0001
7891236359863,0001
7891236359924,0001
7891236359931,0001
7891236359962,0001
7891236359986,0001
7891236360395,0002
7891236360401,0001
7891236360418,0001
7891236360425,0001
7891236360654,0001
7891236360661,0001
7891236360685,0002
7891236360890,0003
7891236360906,0001
7891236361248,0002
7891236361255,0001
7891236361262,0001
7891236361354,0001
7891236361361,0001
7891236361378,0001
7891236361385,0001
7891236361392,0001
7891236361477,0002
7891236361484,0002
7891236361507,0001
7891236361675,0001
7891236361682,0001
7891236361699,0001
7891236361729,0001
7891236362672,0001
7891236362689,0002
7891236362696,0001
7891236362733,0001
7891236362740,0002
7891236362757,0001
7891236362764,0001
7891236363808,0002
7891236363822,0002
7891236363839,0001
7891236363860,0001
7891236363884,0001
7891236363907,0001
7891236363914,0001
7891236363921,0001
7891236364003,0001
7891236364027,0001
7891236364034,0001
7891236364041,0001
7891236365246,0001
7891236365253,0001
7891236365260,0001
7891236365277,0001
7891236365338,0002
7891236365352,0001
7891236365376,0001
7891236365413,0002
7891236365420,0002
7891236365444,0001
7891236365475,0001
7891236365482,0002
7891236365499,0001
7891236365505,0001
7891236365512,0001
7891236365529,0002
7891236365543,0002
7891236365581,0001
7891236365598,0001
7891236365604,0001
7891236365611,0001
7891236365628,0001
7891236366465,0001
7891236366526,0001
7891236366533,0002
7891236366557,0001
7891236366748,0001
7891236366762,0001
7891236366779,0001
7891236366786,0001
7891236367103,0001
7891236367172,0001
7891236367509,0001
7891236367646,0001
7891236367653,0001
7891236367660,0002
7891236367684,0001
7891236367790,0002
7891236367806,0001
7891236367813,0001
7891236367929,0001
7891236367943,0002
7891236368087,0001
7891236368148,0001
7891236368179,0001
7891236369251,0001
7891236369268,0002
7891236369275,0001
7891236369282,0001
7891236369350,0001
7891236369480,0001
7891236369510,0001
7891236369565,0001
7891236369992,0002
7891236370011,0001
7891236370035,0002
7891236370042,0002
7891236370073,0002
7891236370080,0002
7891236370097,0001
7891236370219,0002
7891236370226,0002
7891236370240,0002
7891236370400,0001
7891236370417,0001
7891236370424,0001
7891236370479,0001
7891236370486,0001
7891236370509,0002
7891236370516,0001
7891236370530,0001
7891236371469,0001
7891236371490,0001
7891236371582,0001
7891236371599,0001
7891236371605,0001
7891236371612,0001
7891236372084,0001
7891236372091,0002
7891236372107,0002
7891236372213,0001
7891236372237,0002
7891236372244,0001
7891236372275,0002
7891236372329,0002
7891236372336,0002
7891236372503,0001
7891236372510,0001
7891236372527,0001
7891236372534,0001
7891236372541,0001
7891236373234,0001
7891236373265,0001
7891236373319,0001
7891236373326,0002
7891236373371,0002
7891236373395,0002
7891236373678,0002
7891236373692,0001
7891236374231,0001
7891236374248,0001
7891236377058,0002
7891236377065,0001
7891236377072,0001
7891236378376,0001
7891236378383,0001
7891236379168,0002
7891236379175,0001
7891236379182,0001
7891236379892,0002
7891236379908,0002
7891236379915,0001
7891236380171,0002
7891236380218,0001
7891236380225,0002
7891236380232,0001
7891236380249,0001
7891236381093,0001
7891236381857,0001
7891236381864,0001
7891236381871,0001
7891236381888,0001
7891236382052,0002
7891236382069,0002
7891236382076,0001
7891236382809,0001
7891236382823,0001
7891236382830,0001
7891236382847,0001
7891236382854,0001
7891236382861,0001
7891236382878,0001
7891236382885,0001
7891236383998,0001
7891236384001,0001
7891236384018,0002
7891236384025,0001
7891236387491,0002
7891236387927,0001
7891236387934,0001
7891236388061,0001
7891236388078,0001
7891236389334,0001
7891236389341,0001
7891236389358,0002
7891236389365,0001
7891236390040,0001
7891236390057,0001
7891236390064,0001
7891236390828,0001
7891236390835,0002
7891236390842,0001
7891236390859,0001
7891236391078,0001
7891236391085,0001
7891236391337,0001
7891236391351,0001
7891236392143,0002
7891236392150,0001
